Frequency	Amplitude	Amplitude Error	Phase	Phase Error
1.200000E+2	1.419064E-6	6.098405E-8	3.284201E-1	1.129394E-1
1.205000E+2	1.346857E-6	8.469804E-8	3.809642E-1	9.554029E-2
1.210000E+2	1.187802E-6	7.644471E-8	3.400365E-1	8.196071E-2
1.215000E+2	1.344284E-6	1.041695E-7	3.246564E-1	6.536542E-2
1.220000E+2	1.430131E-6	1.042471E-7	4.013592E-1	1.086082E-1
1.225000E+2	1.684965E-6	1.724119E-7	6.468797E-2	1.518666E-1
1.230000E+2	1.920473E-6	2.236245E-7	3.040859E-1	2.652716E-1
1.235000E+2	2.938854E-6	2.600013E-7	2.141052E-1	3.601869E-1
1.240000E+2	6.220181E-6	2.873451E-7	2.055613E-1	3.479030E-1
1.245000E+2	1.545724E-5	2.512592E-7	9.571825E-2	3.880617E-1
1.250000E+2	3.710144E-5	3.679104E-7	-1.069109E+0	4.276041E-1
1.255000E+2	1.591969E-5	3.042977E-7	2.888960E-1	4.308657E-1
1.260000E+2	5.892816E-6	2.090574E-7	-7.902051E-1	3.330468E-1
1.265000E+2	2.712288E-6	2.247490E-7	-1.101650E+0	2.399927E-1
1.270000E+2	1.795650E-6	2.952131E-7	3.210823E-2	3.369671E-1
1.275000E+2	1.946618E-6	1.801807E-7	4.119223E-1	1.143715E-1
1.280000E+2	1.458997E-6	1.055824E-7	-1.136083E-1	7.816293E-2
1.285000E+2	2.082699E-6	1.025887E-7	1.774215E-1	5.889415E-2
1.290000E+2	2.200595E-6	1.030484E-7	3.157174E-1	6.538686E-2
1.295000E+2	2.111534E-6	6.970423E-8	1.704086E-1	5.129793E-2
1.300000E+2	2.284522E-6	7.025260E-8	2.903050E-1	4.799031E-2
1.305000E+2	2.347654E-6	5.745426E-8	2.371020E-1	3.663309E-2
1.310000E+2	2.475328E-6	5.006369E-8	2.366156E-1	3.372554E-2
1.315000E+2	2.681167E-6	5.688405E-8	2.617546E-1	2.802114E-2
1.320000E+2	2.836831E-6	5.483526E-8	2.795878E-1	2.876280E-2
1.325000E+2	2.900822E-6	3.647212E-8	3.055049E-1	2.221935E-2
1.330000E+2	3.205789E-6	5.986021E-8	3.404581E-1	2.489395E-2
1.335000E+2	3.407748E-6	6.285170E-8	3.068782E-1	3.821673E-2
1.340000E+2	3.749462E-6	5.636390E-8	3.916798E-1	2.704819E-2
1.345000E+2	4.067997E-6	7.814974E-8	3.650122E-1	3.212860E-2
1.350000E+2	4.493309E-6	5.822466E-8	4.270018E-1	2.763739E-2
1.355000E+2	4.780845E-6	7.575338E-8	3.884056E-1	2.762335E-2
1.360000E+2	5.402774E-6	8.109676E-8	4.708351E-1	1.994981E-2
1.365000E+2	6.158514E-6	8.691447E-8	5.283709E-1	1.533588E-2
1.370000E+2	6.984455E-6	7.604027E-8	6.430411E-1	1.128387E-2
1.375000E+2	8.175666E-6	1.565421E-7	7.471391E-1	1.357462E-2
1.380000E+2	9.722711E-6	1.668108E-7	8.784086E-1	1.701017E-2
1.385000E+2	1.124826E-5	1.344001E-7	1.170840E+0	1.326546E-2
1.390000E+2	1.218582E-5	1.966428E-7	1.401029E+0	1.085924E-2
1.395000E+2	1.224661E-5	2.200682E-7	1.719346E+0	1.334524E-2
1.400000E+2	1.068186E-5	1.946534E-7	2.007275E+0	1.359365E-2
1.405000E+2	9.247238E-6	1.498496E-7	2.186521E+0	1.736910E-2
1.410000E+2	7.814484E-6	1.503278E-7	2.377498E+0	1.943826E-2
1.415000E+2	6.844113E-6	1.304061E-7	2.479815E+0	1.888942E-2
1.420000E+2	5.943366E-6	1.100351E-7	2.577566E+0	2.305293E-2
1.425000E+2	5.037107E-6	1.350338E-7	2.631176E+0	2.707389E-2
1.430000E+2	4.420992E-6	6.917459E-8	2.716253E+0	2.739816E-2
1.435000E+2	4.002618E-6	8.198332E-8	2.762034E+0	2.521657E-2
1.440000E+2	3.619922E-6	6.350663E-8	2.508431E+0	2.923882E-1
1.445000E+2	3.315155E-6	6.882791E-8	2.785900E+0	3.949228E-2
1.450000E+2	3.076867E-6	8.555417E-8	2.810957E+0	4.227784E-2
1.455000E+2	2.786936E-6	7.352279E-8	2.730187E+0	2.424188E-2
1.460000E+2	2.502168E-6	5.007823E-8	2.843442E+0	3.265488E-2
1.465000E+2	2.361765E-6	4.565756E-8	2.550325E+0	2.926421E-1
1.470000E+2	2.075542E-6	5.618022E-8	2.258657E+0	3.968574E-1
1.475000E+2	1.959319E-6	5.096197E-8	2.906348E+0	2.960087E-2
1.480000E+2	1.876130E-6	5.019282E-8	2.532060E+0	2.925653E-1
1.485000E+2	1.827801E-6	4.900007E-8	1.968046E+0	4.765863E-1
1.490000E+2	1.814390E-6	4.775676E-8	1.851416E+0	4.587931E-1
1.495000E+2	1.772185E-6	6.030614E-8	1.028748E+0	5.975520E-1
