Frequency	Amplitude	Amplitude Error	Phase	Phase Error
1.367500E+2	5.935038E-6	8.960243E-8	5.372034E-1	1.652256E-2
1.370000E+2	6.398361E-6	7.557149E-8	5.645401E-1	1.662744E-2
1.372500E+2	6.901616E-6	1.223873E-7	6.109108E-1	9.695589E-3
1.375000E+2	7.510504E-6	1.390067E-7	6.573026E-1	1.419648E-2
1.377500E+2	7.984103E-6	1.106444E-7	7.201758E-1	1.678746E-2
1.380000E+2	8.776505E-6	1.029174E-7	8.004393E-1	1.366625E-2
1.382500E+2	9.456054E-6	1.561722E-7	8.579687E-1	1.848326E-2
1.385000E+2	1.017591E-5	1.427469E-7	9.746957E-1	1.810957E-2
1.387500E+2	1.065649E-5	1.876565E-7	1.025522E+0	2.154893E-2
1.390000E+2	1.129457E-5	2.267047E-7	1.155045E+0	2.148914E-2
1.392500E+2	1.236385E-5	2.069393E-7	1.292314E+0	1.268599E-2
1.395000E+2	1.266714E-5	2.094501E-7	1.467565E+0	1.715127E-2
1.397500E+2	1.290700E-5	2.450786E-7	1.577672E+0	1.556375E-2
1.400000E+2	1.277175E-5	2.226380E-7	1.772515E+0	1.595366E-2
1.402500E+2	1.167443E-5	2.202263E-7	1.851233E+0	1.997925E-2
1.405000E+2	1.095093E-5	2.365912E-7	1.985222E+0	1.670183E-2
1.407500E+2	1.038261E-5	1.267280E-7	2.191420E+0	2.032902E-2
1.410000E+2	9.620011E-6	1.186426E-7	2.283546E+0	1.767415E-2
1.412500E+2	8.780786E-6	2.035683E-7	2.352929E+0	1.963880E-2
1.415000E+2	8.262888E-6	1.702666E-7	2.406510E+0	1.828198E-2
1.417500E+2	7.627770E-6	1.473932E-7	2.492268E+0	2.134585E-2
1.420000E+2	6.976481E-6	1.490958E-7	2.530711E+0	2.214433E-2
1.422500E+2	6.514459E-6	1.208187E-7	2.576608E+0	2.861593E-2
1.425000E+2	5.927520E-6	1.336276E-7	2.629088E+0	1.570196E-2
1.427500E+2	5.389448E-6	1.209031E-7	2.730161E+0	1.678971E-2
1.430000E+2	5.157677E-6	1.034088E-7	2.640565E+0	2.738332E-2
1.432500E+2	4.840018E-6	7.873336E-8	2.730618E+0	3.271452E-2
1.435000E+2	4.553176E-6	7.986989E-8	2.744446E+0	3.204140E-2
1.437500E+2	4.332570E-6	8.662815E-8	2.779763E+0	2.577484E-2
1.440000E+2	4.189741E-6	1.077201E-7	2.778092E+0	3.945951E-2
1.442500E+2	3.725913E-6	1.194409E-7	2.783669E+0	3.232177E-2
1.445000E+2	3.715889E-6	1.039339E-7	2.530329E+0	2.889207E-1
1.447500E+2	3.333271E-6	9.632086E-8	2.552226E+0	2.952433E-1
1.450000E+2	3.265922E-6	1.140734E-7	2.247353E+0	4.016491E-1
1.452500E+2	3.069742E-6	1.192023E-7	2.523637E+0	2.929172E-1
1.455000E+2	2.793242E-6	9.465095E-8	2.250508E+0	4.012893E-1
1.457500E+2	3.002749E-6	9.165081E-8	2.225867E+0	4.009649E-1
1.460000E+2	2.738045E-6	1.080188E-7	2.864286E+0	4.473497E-2
1.462500E+2	2.765638E-6	7.640186E-8	2.805262E+0	4.060462E-2
1.465000E+2	2.583634E-6	1.028854E-7	2.848565E+0	3.911898E-2
1.467500E+2	2.545016E-6	8.474843E-8	2.579751E+0	2.952952E-1
1.470000E+2	2.236040E-6	9.010474E-8	2.595365E+0	2.950580E-1
1.472500E+2	2.312368E-6	8.837532E-8	2.885887E+0	3.911111E-2
1.475000E+2	2.253992E-6	7.181333E-8	2.561643E+0	2.847978E-1
1.477500E+2	2.227722E-6	8.831951E-8	1.725474E+0	5.300311E-1
1.480000E+2	2.198973E-6	9.045471E-8	2.221603E+0	3.966727E-1
1.482500E+2	2.085945E-6	6.589142E-8	2.208607E+0	3.976826E-1
1.485000E+2	2.134572E-6	8.003182E-8	1.902019E+0	4.603891E-1
1.487500E+2	1.950612E-6	7.705101E-8	1.039470E+0	5.875407E-1
1.490000E+2	1.965025E-6	5.955156E-8	2.315156E+0	3.856824E-1
1.492500E+2	1.912104E-6	7.569985E-8	1.312531E+0	5.557273E-1
1.495000E+2	1.779763E-6	1.026386E-7	1.603042E+0	5.185605E-1
1.497500E+2	1.614144E-6	9.328447E-8	1.136059E+0	5.928437E-1
1.500000E+2	1.648974E-6	8.930555E-8	1.105311E+0	5.911829E-1
1.502500E+2	1.700316E-6	1.007909E-7	2.497769E+0	2.953262E-1
1.505000E+2	1.771275E-6	7.244325E-8	2.571451E-1	6.492423E-1
1.507500E+2	1.568813E-6	9.133079E-8	1.620558E+0	5.067791E-1
1.510000E+2	1.579374E-6	6.885777E-8	2.557770E+0	2.939484E-1
1.512500E+2	1.478396E-6	1.028277E-7	1.975041E+0	4.385417E-1
1.515000E+2	1.539039E-6	1.213692E-7	1.348385E+0	5.478479E-1
1.517500E+2	2.301486E-6	2.445444E-7	5.096420E-1	4.937131E-1
