Frequency	Amplitude	Amplitude Error	Phase	Phase Error
8.675000E+2	7.290226E-7	1.255209E-8	6.497433E-1	2.208902E-2
8.677500E+2	7.683340E-7	1.376213E-8	6.819775E-1	1.883856E-2
8.680000E+2	8.165306E-7	1.374378E-8	7.484257E-1	1.883863E-2
8.682500E+2	8.160507E-7	1.740874E-8	7.783581E-1	1.993504E-2
8.685000E+2	8.747920E-7	2.090340E-8	7.829422E-1	1.296019E-2
8.687500E+2	9.294607E-7	2.342846E-8	8.129472E-1	2.240159E-2
8.690000E+2	9.618280E-7	2.063001E-8	8.465015E-1	1.919656E-2
8.692500E+2	1.008359E-6	1.652637E-8	9.243811E-1	1.175927E-2
8.695000E+2	1.046753E-6	1.446193E-8	9.472837E-1	1.383874E-2
8.697500E+2	1.088659E-6	1.812790E-8	1.015326E+0	1.646874E-2
8.700000E+2	1.103120E-6	2.423936E-8	1.051092E+0	1.934900E-2
8.702500E+2	1.200896E-6	1.867340E-8	1.108964E+0	2.738434E-2
8.705000E+2	1.133027E-6	1.837219E-8	1.219141E+0	1.383565E-2
8.707500E+2	1.192162E-6	1.677052E-8	1.290877E+0	1.023731E-2
8.710000E+2	1.201642E-6	1.943842E-8	1.347575E+0	1.281095E-2
8.712500E+2	1.171182E-6	2.483101E-8	1.433551E+0	1.591201E-2
8.715000E+2	1.181636E-6	2.029380E-8	1.531471E+0	8.105417E-3
8.717500E+2	1.192654E-6	1.631834E-8	1.572622E+0	3.541869E-3
8.720000E+2	1.098385E-6	1.703036E-8	1.616483E+0	1.413539E-2
8.722500E+2	1.066637E-6	2.322170E-8	1.643751E+0	1.098867E-2
8.725000E+2	1.040664E-6	3.183410E-8	1.693597E+0	2.066964E-2
8.727500E+2	9.446832E-7	1.847111E-8	1.796423E+0	2.063571E-2
8.730000E+2	9.329754E-7	2.242427E-8	1.831568E+0	1.310876E-2
8.732500E+2	9.012717E-7	1.848556E-8	1.865109E+0	1.992812E-2
8.735000E+2	8.067029E-7	2.074304E-8	1.884524E+0	2.272987E-2
8.737500E+2	7.954519E-7	3.072558E-8	1.923523E+0	2.635180E-2
8.740000E+2	8.306692E-7	2.656471E-8	1.945749E+0	5.178502E-2
8.742500E+2	9.044123E-7	5.119247E-8	1.921545E+0	9.167199E-2
8.745000E+2	8.370014E-7	5.891885E-8	1.547775E+0	3.685326E-1
8.747500E+2	9.236828E-7	7.418224E-8	1.000225E+0	4.681213E-1
8.750000E+2	1.632777E-6	1.862510E-7	1.074529E+0	3.135979E-1
8.752500E+2	2.821637E-6	1.492676E-7	6.970123E-2	4.359334E-1
8.755000E+2	1.470815E-6	1.799935E-7	6.894217E-2	4.424960E-1
8.757500E+2	6.121466E-7	1.016185E-7	8.617251E-1	3.269634E-1
8.760000E+2	4.574944E-7	4.348785E-8	2.164723E+0	1.095065E-1
8.762500E+2	4.910112E-7	3.033811E-8	2.078009E+0	7.614847E-2
8.765000E+2	3.938061E-7	4.354120E-8	1.963632E+0	7.017161E-2
8.767500E+2	5.546452E-7	3.791021E-8	2.027013E+0	4.670409E-2
8.770000E+2	4.491160E-7	3.668773E-8	1.860226E+0	5.025348E-2
8.772500E+2	4.067643E-7	2.020868E-8	2.071985E+0	4.099333E-2
8.775000E+2	3.957876E-7	2.147923E-8	1.966909E+0	3.588517E-2
8.777500E+2	4.081807E-7	1.938234E-8	1.919772E+0	3.071641E-2
8.780000E+2	3.947046E-7	3.322898E-8	1.915879E+0	3.877083E-2
8.782500E+2	3.537941E-7	1.761356E-8	1.899775E+0	2.619278E-2
8.785000E+2	4.565260E-7	4.406475E-8	1.652749E+0	2.469939E-1
8.787500E+2	3.378496E-7	1.538289E-8	1.898207E+0	2.936966E-2
8.790000E+2	3.899056E-7	3.069903E-8	1.569569E+0	2.916631E-1
8.792500E+2	3.534286E-7	3.416007E-8	1.639613E+0	1.911787E-1
8.795000E+2	3.334262E-7	2.878970E-8	1.999266E+0	7.360373E-2
8.797500E+2	3.799926E-7	3.060280E-8	1.504223E+0	2.431191E-1
8.800000E+2	4.305246E-7	5.455435E-8	1.250353E+0	3.461089E-1
8.802500E+2	4.041300E-7	4.149035E-8	1.521283E+0	2.814307E-1
8.805000E+2	4.185412E-7	5.047192E-8	1.364794E+0	3.043112E-1
8.807500E+2	5.075698E-7	5.232010E-8	1.613585E+0	2.520698E-1
8.810000E+2	4.312453E-7	5.608142E-8	1.533110E+0	2.694200E-1
8.812500E+2	4.726116E-7	5.280307E-8	1.093581E+0	3.108051E-1
8.815000E+2	3.981300E-7	6.684591E-8	2.091305E+0	1.393727E-1
8.817500E+2	4.263002E-7	4.678041E-8	1.133264E+0	3.351886E-1
8.820000E+2	3.406277E-7	4.722171E-8	1.639415E+0	2.813869E-1
8.822500E+2	3.563784E-7	5.550651E-8	1.638257E+0	2.539197E-1
8.825000E+2	2.519798E-7	2.750563E-8	1.154837E+0	2.910496E-1
8.827500E+2	2.788497E-7	3.983895E-8	1.712968E+0	1.011633E-1
8.830000E+2	2.674271E-7	2.089584E-8	1.465272E+0	1.743814E-1
8.832500E+2	2.946619E-7	3.811125E-8	1.473329E+0	1.584436E-1
8.835000E+2	2.916994E-7	2.971653E-8	1.758197E+0	7.390292E-2
8.837500E+2	2.499686E-7	3.734349E-8	1.343558E+0	3.356475E-1
8.840000E+2	3.127775E-7	3.736323E-8	1.601229E+0	2.173787E-1
8.842500E+2	2.828514E-7	2.221498E-8	1.691472E+0	5.726149E-2
8.845000E+2	2.992579E-7	2.418128E-8	1.589472E+0	4.974893E-2
8.847500E+2	2.941495E-7	2.667025E-8	1.718559E+0	6.701676E-2
8.850000E+2	2.047419E-7	1.670442E-8	1.739280E+0	3.911955E-2
8.852500E+2	3.039856E-7	1.292816E-8	1.629498E+0	7.125592E-2
8.855000E+2	2.313650E-7	1.408943E-8	1.693421E+0	3.908956E-2
8.857500E+2	2.440283E-7	2.024866E-8	1.653416E+0	4.557260E-2
8.860000E+2	2.634011E-7	3.112062E-8	1.324494E+0	2.364742E-1
8.862500E+2	2.551540E-7	1.373217E-8	1.624486E+0	2.810674E-2
8.865000E+2	2.437515E-7	1.831692E-8	1.620363E+0	2.546294E-2
8.867500E+2	2.185752E-7	2.547047E-8	1.692236E+0	7.616614E-2
8.870000E+2	2.535589E-7	1.865190E-8	1.612841E+0	2.294866E-2
8.872500E+2	2.581614E-7	1.245534E-8	1.597181E+0	1.410587E-2
8.875000E+2	2.493297E-7	1.384686E-8	1.627316E+0	2.617031E-2
8.877500E+2	2.229951E-7	1.440171E-8	1.570796E+0	1.395797E-2
8.880000E+2	2.367385E-7	1.593719E-8	1.619936E+0	3.110841E-2
8.882500E+2	2.477069E-7	1.253253E-8	1.579054E+0	8.048351E-3
8.885000E+2	2.254545E-7	1.568485E-8	1.588924E+0	1.221343E-2
8.887500E+2	2.636077E-7	1.438051E-8	1.582706E+0	2.268760E-2
8.890000E+2	2.329545E-7	1.476012E-8	1.569184E+0	1.286343E-2
8.892500E+2	2.256532E-7	1.513376E-8	1.596754E+0	1.795918E-2
8.895000E+2	2.444258E-7	1.480037E-8	1.608847E+0	2.552514E-2
8.897500E+2	2.280902E-7	1.867468E-8	1.593979E+0	2.259539E-2
8.900000E+2	2.476777E-7	1.924288E-8	1.577891E+0	6.915207E-3
8.902500E+2	2.212447E-7	2.141935E-8	1.603848E+0	2.209765E-2
8.905000E+2	2.209959E-7	1.790367E-8	1.577891E+0	2.817294E-2
8.907500E+2	1.942317E-7	1.987341E-8	1.634126E+0	8.263270E-2
8.910000E+2	2.135853E-7	1.480090E-8	1.593979E+0	2.655893E-2
8.912500E+2	1.983114E-7	1.942626E-8	1.570796E+0	2.275120E-2
8.915000E+2	2.158114E-7	1.959011E-8	1.602971E+0	2.158368E-2
8.917500E+2	2.266572E-7	1.837322E-8	1.636451E+0	2.853924E-2
